2025-07-06 20:52:35.273 [main] WARN  o.s.b.t.j.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer - 
2025-07-06 20:52:44.862 [main] INFO  com.alibaba.nacos.common.remote.client - [038f8ef0-a7f2-4e85-8187-07545ae9876a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x00000245a173d680
2025-07-06 20:52:44.862 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [038f8ef0-a7f2-4e85-8187-07545ae9876a_config-0] Connected,notify listen context...
2025-07-06 20:52:44.874 [main] WARN  com.bgpay.bgai.config.NacosRouteConfigListener - Nacos中未找到路由配置数据
2025-07-06 20:52:44.876 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [subscribe] gateway-routes+DEFAULT_GROUP+d750d92e-152f-4055-a641-3bc9dda85a29
2025-07-06 20:52:44.876 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [add-listener] ok, tenant=d750d92e-152f-4055-a641-3bc9dda85a29, dataId=gateway-routes, group=DEFAULT_GROUP, cnt=1
2025-07-06 20:52:45.181 [main] INFO  com.bgpay.bgai.config.RestTemplateConfig - Creating RestTemplate bean using SimpleClientHttpRequestFactory
2025-07-06 20:52:45.203 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-07-06 20:52:45.205 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-07-06 20:52:45.214 [main] INFO  com.bgpay.bgai.service.impl.UserServiceImpl - 从WebServerApplicationContext获取实际端口: 8080
2025-07-06 20:52:45.214 [main] INFO  com.bgpay.bgai.service.impl.UserServiceImpl - 初始化SSO配置: clientId=bgai-client-id, 使用端口=8080
2025-07-06 20:52:45.215 [main] INFO  com.bgpay.bgai.service.impl.UserServiceImpl - SSO URL配置已更新: redirectUri=http://localhost:8080/api/auth/callback, 系统实际运行端口=8080
2025-07-06 20:52:46.251 [main] INFO  com.bgpay.bgai.controller.AuthController - 初始化认证控制器: clientId=bgai-client-id, 配置的端口=0
2025-07-06 20:52:46.252 [main] INFO  com.bgpay.bgai.controller.AuthController - 更新认证控制器redirectUri端口: http://localhost:8080/api/auth/callback → http://localhost:0/api/auth/callback
2025-07-06 20:52:46.252 [main] INFO  com.bgpay.bgai.controller.AuthController - 认证控制器URL配置已更新: redirectUri=http://localhost:0/api/auth/callback, 系统实际运行端口=0
2025-07-06 20:52:47.637 [main] INFO  org.redisson.Version - Redisson 3.24.3
2025-07-06 20:52:47.821 [redisson-netty-5-6] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 8.133.246.113/8.133.246.113:6379
2025-07-06 20:52:47.862 [redisson-netty-5-11] INFO  org.redisson.connection.pool.MasterConnectionPool - 4 connections initialized for 8.133.246.113/8.133.246.113:6379
2025-07-06 20:52:48.289 [main] INFO  com.bgpay.bgai.service.mq.RocketMQProducerService - Initializing RocketMQProducerService with producer group: billing-producer-group, nameServer: 8.133.246.113:9876
2025-07-06 20:52:48.297 [main] INFO  com.bgpay.bgai.service.mq.RocketMQProducerService - RocketMQ producer started successfully
2025-07-06 20:52:48.949 [main] WARN  i.s.s.b.a.provider.SpringBootConfigurationProvider - The get method not found for the field 'SeataProperties#accesskey'.
2025-07-06 20:52:48.949 [main] WARN  i.s.s.b.a.provider.SpringBootConfigurationProvider - The get method not found for the field 'SeataProperties#secretkey'.
2025-07-06 20:52:48.955 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 加载到2个Saga状态机定义文件
2025-07-06 20:52:49.106 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 开始解析状态机定义: bgai-saga-transaction
2025-07-06 20:52:49.107 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机 [bgai-saga-transaction] 原始版本: 0.0.5, 动态生成的新版本: 250706.205249.9550
2025-07-06 20:52:49.107 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机定义解析成功: bgai-saga-transaction, 已更新版本号: 250706.205249.9550
2025-07-06 20:52:49.107 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 成功加载状态机定义: /E:/project/bgai/target/classes/statelang/bgai-saga-transaction.json
2025-07-06 20:52:49.111 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 开始解析状态机定义: ChatCompletionSaga
2025-07-06 20:52:49.112 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机 [ChatCompletionSaga] 原始版本: 0.0.5, 动态生成的新版本: 250706.205249.cbf3
2025-07-06 20:52:49.112 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机定义解析成功: ChatCompletionSaga, 已更新版本号: 250706.205249.cbf3
2025-07-06 20:52:49.112 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 成功加载状态机定义: /E:/project/bgai/target/classes/statelang/chat_completion_saga.json
2025-07-06 20:52:49.112 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 已设置saga.state-machine.auto-register=false，防止状态机重复注册
2025-07-06 20:52:49.249 [main] INFO  c.b.b.controller.ServiceDiscoveryExampleController - ServiceDiscoveryExampleController initialized with: serviceDiscoveryUtils=available, loadBalancedWebClient=available, loadBalancedRestTemplate=available, restTemplate=available
2025-07-06 20:52:49.430 [main] INFO  com.bgpay.bgai.service.mq.MQConsumerService - MQ consumer startup successful [group=billing-consumer-group, topic=BILLING_TOPIC, tag=USER_BILLING]
2025-07-06 20:52:49.430 [main] INFO  c.bgpay.bgai.service.mq.RocketMQBillingServiceImpl - Billing consumer initialized successfully. Ready to process unconsumed messages.
2025-07-06 20:52:50.307 [main] INFO  com.bgpay.bgai.seata.SeataTransactionListener - Seata事务监听器初始化
2025-07-06 20:52:50.307 [main] INFO  com.bgpay.bgai.seata.SeataTransactionListener - 已设置seata.saga.state-machine.auto-register=false，防止状态机重复注册
2025-07-06 20:52:50.463 [main] INFO  o.a.r.s.autoconfigure.RocketMQAutoConfiguration - a producer (billing-producer-group) init on namesrv 8.133.246.113:9876
2025-07-06 20:52:50.517 [main] DEBUG com.bgpay.bgai.config.AsyncConfig$1 - Initializing ExecutorService 'blockingExecutor'
2025-07-06 20:52:50.552 [main] INFO  com.bgpay.bgai.config.GatewayRouteConfig - 初始化默认路由配置
2025-07-06 20:52:50.679 [main] INFO  c.b.bgai.config.NacosConfig$NacosWarningHandler - Nacos警告处理器已启用，将忽略配置中心连接警告
2025-07-06 20:52:50.743 [main] INFO  com.bgpay.bgai.seata.SeataAuthConfig - Seata Saga配置加载
2025-07-06 20:52:50.743 [main] INFO  com.bgpay.bgai.seata.SeataAuthConfig - 状态机自动注册设置: 禁用
2025-07-06 20:52:50.743 [main] INFO  com.bgpay.bgai.seata.SeataAuthConfig - 状态机自动注册已禁用，这将防止重复注册错误
2025-07-06 20:52:52.285 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [After]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Before]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Between]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Cookie]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Header]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Host]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Method]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Path]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Query]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [ReadBody]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [RemoteAddr]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Weight]
2025-07-06 20:52:52.286 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2025-07-06 20:52:52.964 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2025-07-06 20:52:53.550 [main] WARN  i.s.s.b.a.provider.SpringBootConfigurationProvider - The get method not found for the field 'SeataProperties#accesskey'.
2025-07-06 20:52:53.550 [main] WARN  i.s.s.b.a.provider.SpringBootConfigurationProvider - The get method not found for the field 'SeataProperties#secretkey'.
2025-07-06 20:52:53.567 [main] INFO  io.seata.saga.tm.DefaultSagaTransactionalTemplate - Initializing Global Transaction Clients ... 
2025-07-06 20:52:53.577 [main] INFO  io.seata.core.rpc.netty.NettyClientBootstrap - NettyClientBootstrap has started
2025-07-06 20:52:53.578 [main] INFO  io.seata.discovery.registry.RegistryFactory - use registry center type: file
2025-07-06 20:52:53.586 [main] INFO  io.seata.core.rpc.netty.NettyClientChannelManager - will connect to 8.133.246.113:8091
2025-07-06 20:52:53.591 [main] INFO  io.seata.core.rpc.netty.NettyPoolableFactory - NettyPool create channel to transactionRole:TMROLE,address:8.133.246.113:8091,msg:< RegisterTMRequest{version='1.7.0', applicationId='bgai', transactionServiceGroup='default_tx_group', extraData='ak=null
digest=default_tx_group,192.168.86.8,1751806373589
timestamp=1751806373589
authVersion=V4
vgroup=default_tx_group
ip=192.168.86.8
'} >
2025-07-06 20:52:53.635 [main] INFO  io.seata.core.rpc.netty.TmNettyRemotingClient - register TM success. client version:1.7.0, server version:1.8.1-SNAPSHOT,channel:[id: 0xf07665bc, L:/192.168.86.8:57463 - R:/8.133.246.113:8091]
2025-07-06 20:52:53.642 [main] INFO  io.seata.core.rpc.netty.NettyPoolableFactory - register success, cost 42 ms, version:1.8.1-SNAPSHOT,role:TMROLE,channel:[id: 0xf07665bc, L:/192.168.86.8:57463 - R:/8.133.246.113:8091]
2025-07-06 20:52:53.643 [main] INFO  io.seata.saga.tm.DefaultSagaTransactionalTemplate - Transaction Manager Client is initialized. applicationId[bgai] txServiceGroup[default_tx_group]
2025-07-06 20:52:53.651 [main] INFO  io.seata.core.rpc.netty.NettyClientBootstrap - NettyClientBootstrap has started
2025-07-06 20:52:53.651 [main] INFO  io.seata.core.rpc.netty.NettyClientChannelManager - will connect to 8.133.246.113:8091
2025-07-06 20:52:53.651 [main] INFO  io.seata.core.rpc.netty.RmNettyRemotingClient - RM will register :jdbc:mysql://8.133.246.113:3306/deepseek
2025-07-06 20:52:53.652 [main] INFO  io.seata.core.rpc.netty.NettyPoolableFactory - NettyPool create channel to transactionRole:RMROLE,address:8.133.246.113:8091,msg:< RegisterRMRequest{resourceIds='jdbc:mysql://8.133.246.113:3306/deepseek', version='1.7.0', applicationId='bgai', transactionServiceGroup='default_tx_group', extraData='null'} >
2025-07-06 20:52:53.680 [main] INFO  io.seata.core.rpc.netty.RmNettyRemotingClient - register RM success. client version:1.7.0, server version:1.8.1-SNAPSHOT,channel:[id: 0xb6cc36e4, L:/192.168.86.8:57465 - R:/8.133.246.113:8091]
2025-07-06 20:52:53.680 [main] INFO  io.seata.core.rpc.netty.NettyPoolableFactory - register success, cost 18 ms, version:1.8.1-SNAPSHOT,role:RMROLE,channel:[id: 0xb6cc36e4, L:/192.168.86.8:57465 - R:/8.133.246.113:8091]
2025-07-06 20:52:53.680 [main] INFO  io.seata.saga.tm.DefaultSagaTransactionalTemplate - Resource Manager is initialized. applicationId[bgai] txServiceGroup[default_tx_group]
2025-07-06 20:52:53.681 [main] INFO  io.seata.core.rpc.netty.RmNettyRemotingClient - will register resourceId:bgai#default_tx_group
2025-07-06 20:52:53.682 [main] INFO  io.seata.saga.tm.DefaultSagaTransactionalTemplate - Global Transaction Clients are initialized. 
2025-07-06 20:52:53.709 [NettyClientSelector_RMROLE_1_1] INFO  io.seata.rm.AbstractRMHandler - the rm client received response msg [RegisterRMResponse{version='1.8.1-SNAPSHOT', extraData='null', identified=true, resultCode=null, msg='null'}] from tc server.
2025-07-06 20:52:53.738 [main] INFO  i.s.s.engine.repo.impl.StateMachineRepositoryImpl - StateMachine[bgai-saga-transaction] is already exist a same version
2025-07-06 20:52:53.748 [main] INFO  i.s.s.engine.repo.impl.StateMachineRepositoryImpl - StateMachine[ChatCompletionSaga] is already exist a same version
2025-07-06 20:52:54.996 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-auto-1"]
2025-07-06 20:52:55.001 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on ports 8080 (http), 57467 (http) with context path ''
2025-07-06 20:52:55.003 [main] INFO  com.bgpay.bgai.service.impl.UserServiceImpl - 服务器已完全初始化，确认运行端口: 8080
2025-07-06 20:52:55.003 [main] INFO  com.bgpay.bgai.controller.AuthController - 服务器已初始化，实际运行端口: 8080
2025-07-06 20:52:55.003 [main] INFO  com.bgpay.bgai.controller.AuthController - 认证控制器URL配置已更新: redirectUri=http://localhost:8080/api/auth/callback, 系统实际运行端口=8080
2025-07-06 20:52:55.012 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-07-06 20:52:55.012 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-07-06 20:52:55.014 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-07-06 20:52:55.053 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-07-06 20:52:55.053 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-07-06 20:52:55.059 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 3b347b7f-97f3-44d9-b2ad-1d58ee0cbcfd
2025-07-06 20:52:55.061 [main] INFO  com.alibaba.nacos.common.remote.client - [3b347b7f-97f3-44d9-b2ad-1d58ee0cbcfd] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-07-06 20:52:55.062 [main] INFO  com.alibaba.nacos.common.remote.client - [3b347b7f-97f3-44d9-b2ad-1d58ee0cbcfd] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-07-06 20:52:55.062 [main] INFO  com.alibaba.nacos.common.remote.client - [3b347b7f-97f3-44d9-b2ad-1d58ee0cbcfd] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-07-06 20:52:55.063 [main] INFO  com.alibaba.nacos.common.remote.client - [3b347b7f-97f3-44d9-b2ad-1d58ee0cbcfd] Try to connect to server on start up, server: {serverIp = '8.133.246.113', server main port = 8848}
2025-07-06 20:52:55.063 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.133.246.113 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-07-06 20:52:55.189 [main] INFO  com.alibaba.nacos.common.remote.client - [3b347b7f-97f3-44d9-b2ad-1d58ee0cbcfd] Success to connect to server [8.133.246.113:8848] on start up, connectionId = 1751806374945_139.226.176.198_11737
2025-07-06 20:52:55.189 [main] INFO  com.alibaba.nacos.common.remote.client - [3b347b7f-97f3-44d9-b2ad-1d58ee0cbcfd] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
